"Country","Region","Year","Population","Life.Expectancy","Health.Expenditure"
"Chile","Latin America & Caribbean",2003,15959793,77.85117073,335.1058319
"China","East Asia & Pacific",2003,1288400000,71.76487805,61.15774456
"Colombia","Latin America & Caribbean",2003,41731914,71.78821951,134.3173112
"Comoros","Sub-Saharan Africa",2003,609271,58.53165854,19.90807527
"Congo, Dem. Rep.","Sub-Saharan Africa",2003,54098245,46.5412439,5.331366581
"Congo, Rep.","Sub-Saharan Africa",2003,3365171,54.52965854,27.118969
"Costa Rica","Latin America & Caribbean",2003,4160438,78.28558537,342.9905073
"Cote d'Ivoire","Sub-Saharan Africa",2003,17455501,50.73282927,29.72773289
"Croatia","Europe & Central Asia",2003,4440000,74.61390244,495.3815058
"Cuba","Latin America & Caribbean",2003,11208029,77.08082927,201.8770982
"Cyprus","Europe & Central Asia",2003,998134,78.33019512,1234.765235
"Czech Republic","Europe & Central Asia",2003,10207362,75.17073171,666.1721871
"Denmark","Europe & Central Asia",2003,5390574,77.14390244,3751.231291
"Djibouti","Middle East & North Africa",2003,779640,54.78939024,50.08479836
"Dominican Republic","Latin America & Caribbean",2003,8995398,71.64060976,144.4995428
"Ecuador","Latin America & Caribbean",2003,12987992,74.2992439,167.8242229
"Egypt, Arab Rep.","Middle East & North Africa",2003,71498433,70.69156098,56.18099087
"El Salvador","Latin America & Caribbean",2003,6008523,70.29997561,183.1065028
"Equatorial Guinea","Sub-Saharan Africa",2003,571999,48.98892683,124.9705205
"Eritrea","Sub-Saharan Africa",2003,4145500,57.65392683,6.778976428
"Estonia","Europe & Central Asia",2003,1353557,71.31707317,362.5562195
"Ethiopia","Sub-Saharan Africa",2003,70784012,53.618,5.923562108
"Fiji","East Asia & Pacific",2003,817339,68.16026829,93.60928851
"Finland","Europe & Central Asia",2003,5213014,78.36829268,2568.220292
"France","Europe & Central Asia",2003,62242266,79.26341463,3158.756334
"Gabon","Sub-Saharan Africa",2003,1317484,59.4837561,153.5291691
"Gambia, The","Sub-Saharan Africa",2003,1417818,56.06556098,14.49297148
"Georgia","Europe & Central Asia",2003,4328900,72.27582927,74.11171637
"Germany","Europe & Central Asia",2003,82534176,78.3804878,3207.061672
"Ghana","Sub-Saharan Africa",2003,20610897,59.78573171,17.95791908
"Greece","Europe & Central Asia",2003,11023514,78.84146341,1576.808771
"Grenada","Latin America & Caribbean",2003,102195,74.29895122,359.375991
"Guatemala","Latin America & Caribbean",2003,12098576,69.04212195,115.4560121
"Guinea","Sub-Saharan Africa",2003,8743954,49.97373171,19.48729462
"Guinea-Bissau","Sub-Saharan Africa",2003,1314795,45.63978049,20.44550054
"Guyana","Latin America & Caribbean",2003,740925,66.13687805,55.6660199
"Haiti","Latin America & Caribbean",2003,9075399,59.14178049,16.56088392
"Honduras","Latin America & Caribbean",2003,6609337,71.00346341,103.3296664
"Hungary","Europe & Central Asia",2003,10129552,72.3,706.6905352
"Iceland","Europe & Central Asia",2003,289521,80.96341463,4026.290058
"India","South Asia",2003,1105885689,62.67095122,23.65646329
"Indonesia","East Asia & Pacific",2003,221839235,66.51653659,26.81440251
"Iran, Islamic Rep.","Middle East & North Africa",2003,68061695,70.70739024,119.1807169
"Iraq","Middle East & North Africa",2003,26234373,69.52609756,18.34513359
"Ireland","Europe & Central Asia",2003,3996521,77.91756098,2908.080552
"Israel","Middle East & North Africa",2003,6689700,79.64878049,1400.145664
"Italy","Europe & Central Asia",2003,57604658,79.93170732,2183.514995
"Jamaica","Latin America & Caribbean",2003,2625700,70.98219512,162.4366471
"Japan","East Asia & Pacific",2003,127718000,81.76,2691.776131
"Jordan","Middle East & North Africa",2003,5164000,72.42036585,185.9062966
"Kazakhstan","Europe & Central Asia",2003,14909019,65.86585366,76.17440147
"Kenya","Sub-Saharan Africa",2003,33805301,52.1272439,19.60799046
"Korea, Rep.","East Asia & Pacific",2003,47859000,77.2602439,696.9208688
"Kuwait","Middle East & North Africa",2003,2126786,73.97382927,727.1542788
"Kyrgyz Republic","Europe & Central Asia",2003,5043300,68.25609756,20.82518399
"Lao PDR","East Asia & Pacific",2003,5582028,63.19231707,17.72571756
"Latvia","Europe & Central Asia",2003,2325342,71.26585366,295.000127
"Lebanon","Middle East & North Africa",2003,3935421,71.12934146,419.8569486
"Lesotho","Sub-Saharan Africa",2003,2028976,44.3637561,32.99565708
"Liberia","Sub-Saharan Africa",2003,3037412,49.62592683,4.629601171
"Libya","Middle East & North Africa",2003,5541062,73.18956098,183.272735
"Lithuania","Europe & Central Asia",2003,3454205,72.06097561,351.0919503
"Luxembourg","Europe & Central Asia",2003,451630,77.72682927,4949.089757
"Macedonia, FYR","Europe & Central Asia",2003,2027819,73.40997561,218.4757821
"Madagascar","Sub-Saharan Africa",2003,16842482,62.45731707,11.45986446
"Malawi","Sub-Saharan Africa",2003,12144945,47.30863415,12.67199488
"Malaysia","East Asia & Pacific",2003,25060184,72.65790244,185.0074043
"Maldives","South Asia",2003,286665,73.02441463,199.8116418
"Mali","Sub-Saharan Africa",2003,12380104,48.20758537,21.3124347
"Malta","Middle East & North Africa",2003,398582,78.35121951,1077.63536
"Mauritania","Sub-Saharan Africa",2003,2882003,57.13292683,23.93767629
"Mauritius","Sub-Saharan Africa",2003,1222811,72.12130081,183.4613758
"Mexico","Latin America & Caribbean",2003,103902569,75.00473171,397.4513846
"Micronesia, Fed. Sts.","East Asia & Pacific",2003,108325,67.61714634,215.2065432
"Moldova","Europe & Central Asia",2003,3612869,67.46246341,45.61052553
"Mongolia","East Asia & Pacific",2003,2485177,64.88243902,42.09457071
"Montenegro","Europe & Central Asia",2003,627500,74.28290244,248.5757697
"Morocco","Middle East & North Africa",2003,29770316,69.7672439,87.89203595
"Mozambique","Sub-Saharan Africa",2003,19721009,47.66212195,15.12487646
"Myanmar","East Asia & Pacific",2003,45843675,62.46682927,3.978685132
"Namibia","Sub-Saharan Africa",2003,2008342,57.38895122,160.1911764
"Nepal","South Asia",2003,26143530,63.98029268,13.46098899
"Netherlands","Europe & Central Asia",2003,16225302,78.49268293,3242.744569
"New Zealand","East Asia & Pacific",2003,4027200,79.14634146,1601.804334
"Nicaragua","Latin America & Caribbean",2003,5288271,71.08558537,61.55429557
"Niger","Sub-Saharan Africa",2003,12118322,50.38226829,7.94906787
"Nigeria","Sub-Saharan Africa",2003,133067097,47.91636585,38.36213828
"Norway","Europe & Central Asia",2003,4564855,79.3902439,4937.068511
"Oman","Middle East & North Africa",2003,2335967,74.07307317,293.7872312
"Pakistan","South Asia",2003,153139895,63.73885366,15.81541902
"Panama","Latin America & Caribbean",2003,3125565,74.78,314.6629076
"Papua New Guinea","East Asia & Pacific",2003,5803029,59.82531707,24.828206
"Paraguay","Latin America & Caribbean",2003,5675754,70.80980488,70.84995259
"Peru","Latin America & Caribbean",2003,26916342,71.75939024,102.8329096
"Philippines","East Asia & Pacific",2003,82293990,67.18936585,33.10823161
"Poland","Europe & Central Asia",2003,38204570,74.59756098,354.3206648
"Portugal","Europe & Central Asia",2003,10441075,77.2195122,1509.544156
"Qatar","Middle East & North Africa",2003,653500,76.87639024,1490.0357
"Romania","Europe & Central Asia",2003,21742013,71.3097561,145.9621228
"Russian Federation","Europe & Central Asia",2003,144599446.8,65.00756098,166.5965249
"Rwanda","Sub-Saharan Africa",2003,8857859,50.44909756,13.21706006
"Samoa","East Asia & Pacific",2003,179141,70.43960976,92.34585698
"San Marino","Europe & Central Asia",2003,29013,81.2195122,2835.424536
"Sao Tome and Principe","Sub-Saharan Africa",2003,148038,62.82960976,78.03239203
"Saudi Arabia","Middle East & North Africa",2003,22334371,72.17102439,386.5858238
"Senegal","Sub-Saharan Africa",2003,10297956,56.70741463,35.96108519
"Serbia","Europe & Central Asia",2003,7480591,72.43658537,230.2526906
"Seychelles","Sub-Saharan Africa",2003,82800,71.02926829,414.9056745
"Sierra Leone","Sub-Saharan Africa",2003,4730020,42.43078049,19.50772691
"Singapore","East Asia & Pacific",2003,4114800,79.03902439,903.2369939
"Slovak Republic","Europe & Central Asia",2003,5379607,73.60487805,359.8764146
"Slovenia","Europe & Central Asia",2003,1995733,76.85853659,1261.77997
"Solomon Islands","East Asia & Pacific",2003,444344,64.56721951,44.95930151
"South Africa","Sub-Saharan Africa",2003,46116494,52.01343902,311.3058769
"Spain","Europe & Central Asia",2003,42004522,79.6195122,1721.662129
"Sri Lanka","South Asia",2003,19173000,73.18156098,38.22535973
"St. Lucia","Latin America & Caribbean",2003,160620,73.74146341,293.8078985
"St. Vincent and the Grenadines","Latin America & Caribbean",2003,108354,70.74792683,173.6979818
"Sudan","Sub-Saharan Africa",2003,29445166,58.71192683,18.57725965
"Suriname","Latin America & Caribbean",2003,486800,68.3342439,172.9404751
"Swaziland","Sub-Saharan Africa",2003,1014765,45.96173171,98.4276295
"Sweden","Europe & Central Asia",2003,8958229,80.09512195,3270.811234
"Switzerland","Europe & Central Asia",2003,7339001,80.53658537,4940.310512
"Syrian Arab Republic","Middle East & North Africa",2003,17490104,74.57826829,60.42429278
"Tajikistan","Europe & Central Asia",2003,6336724,64.8474878,10.94277209
"Tanzania","Sub-Saharan Africa",2003,36788281,51.93539024,11.88060415
"Thailand","East Asia & Pacific",2003,65370277,72.91546341,78.15942653
"Timor-Leste","East Asia & Pacific",2003,931324,58.46553659,32.70484251
"Togo","Sub-Saharan Africa",2003,5170252,55.12656098,18.05356978
"Tonga","East Asia & Pacific",2003,99659,71.17980488,105.9515699
"Trinidad and Tobago","Latin America & Caribbean",2003,1306065,68.33304878,425.2591696
"Tunisia","Middle East & North Africa",2003,9839800,73.05121951,151.2958718
"Turkey","Europe & Central Asia",2003,66339433,71.16831707,241.8973577
"Turkmenistan","Europe & Central Asia",2003,4647912,64.24795122,94.51307114
"Uganda","Sub-Saharan Africa",2003,26641627,48.3852439,17.98833099
"Ukraine","Europe & Central Asia",2003,47812950,68.21073171,72.9594974
"United Arab Emirates","Middle East & North Africa",2003,3400959,75.26087805,967.5831362
"United Kingdom","Europe & Central Asia",2003,59566259,78.44634146,2429.488509
"United States","North America",2003,290107933,76.98780488,5988.795929
"Uruguay","Latin America & Caribbean",2003,3303539.568,74.87682927,350.9566416
"Uzbekistan","Europe & Central Asia",2003,25567700,67.131,20.92893404
"Vanuatu","East Asia & Pacific",2003,199968,68.6542439,57.85138077
"Venezuela, RB","Latin America & Caribbean",2003,25674000,72.78292683,190.039303
"Vietnam","East Asia & Pacific",2003,80468400,73.12590244,25.40120329
"Yemen, Rep.","Middle East & North Africa",2003,19419710,61.51195122,36.35199631
"Zambia","Sub-Saharan Africa",2003,10938261,42.85856098,26.31932625
"Afghanistan","South Asia",2004,29068646,46.35119512,19.36435971
"Albania","Europe & Central Asia",2004,3124861,75.85912195,152.2703931
"Algeria","Middle East & North Africa",2004,32396048,71.36490244,88.98575548
"Angola","Sub-Saharan Africa",2004,15957460,48.00370732,53.59320707
"Argentina","Latin America & Caribbean",2004,38340778,74.54558537,327.0265218
"Armenia","Europe & Central Asia",2004,3062612,72.61641463,64.12593552
"Australia","East Asia & Pacific",2004,20127400,80.4902439,2871.998148
"Austria","Europe & Central Asia",2004,8171966,79.1804878,3720.131059
"Azerbaijan","Europe & Central Asia",2004,8306500,68.45719512,81.11918072
"Bahamas, The","Latin America & Caribbean",2004,314739,73.15782927,1357.969854
"Bahrain","Middle East & North Africa",2004,671760,74.27153659,660.504926
"Bangladesh","South Asia",2004,138633401,66.53136585,12.60633023
"Barbados","Latin America & Caribbean",2004,269947,75.80153659,731.4878957
"Belarus","Europe & Central Asia",2004,9730000,68.95609756,154.4035856
"Belgium","Europe & Central Asia",2004,10421137,78.87804878,3514.051414
"Belize","Latin America & Caribbean",2004,282600,74.25992683,170.6935247
"Benin","Sub-Saharan Africa",2004,7397985,53.54895122,24.97867948
"Bhutan","South Asia",2004,642400,64.34821951,48.21485324
"Bolivia","Latin America & Caribbean",2004,8982917,64.36929268,52.11610346
"Bosnia and Herzegovina","Europe & Central Asia",2004,3781358,74.65963415,242.8577364
"Botswana","Sub-Saharan Africa",2004,1852243,49.7374878,427.4534196
"Brazil","Latin America & Caribbean",2004,183873377,71.26178049,257.3944202
"Brunei Darussalam","East Asia & Pacific",2004,355943,77.06263415,666.7924876
"Bulgaria","Europe & Central Asia",2004,7781161,72.56341463,238.2477796
"Burkina Faso","Sub-Saharan Africa",2004,13789736,51.92221951,22.64250815
"Burundi","Sub-Saharan Africa",2004,7039534,47.38036585,9.449096765
"Cambodia","East Asia & Pacific",2004,13193961,59.42863415,28.73004952
"Cameroon","Sub-Saharan Africa",2004,17165267,49.37485366,43.43563092
"Canada","North America",2004,31995000,80.14146341,3036.187895
"Cape Verde","Sub-Saharan Africa",2004,466784,71.61778049,100.2224385
"Central African Republic","Sub-Saharan Africa",2004,3952281,43.94612195,13.29740193
"Chad","Sub-Saharan Africa",2004,9474792,48.0112439,23.76589232
"Chile","Latin America & Caribbean",2004,16132209,78.08958537,410.3069464
"China","East Asia & Pacific",2004,1296075000,71.96234146,70.12042897
"Colombia","Latin America & Caribbean",2004,42385712,72.03678049,152.5613309
"Comoros","Sub-Saharan Africa",2004,625876,58.74807317,23.70517874
"Congo, Dem. Rep.","Sub-Saharan Africa",2004,55754885,46.78702439,6.273701158
"Congo, Rep.","Sub-Saharan Africa",2004,3445765,54.77260976,34.4730958
"Costa Rica","Latin America & Caribbean",2004,4235605,78.42841463,346.1773981
"Cote d'Ivoire","Sub-Saharan Africa",2004,17731840,51.11139024,36.86570729
"Croatia","Europe & Central Asia",2004,4439000,75.5202439,613.9434052
"Cuba","Latin America & Caribbean",2004,11234970,77.37409756,208.5835268
"Cyprus","Europe & Central Asia",2004,1015806,78.45009756,1353.430122
"Czech Republic","Europe & Central Asia",2004,10216016,75.72195122,770.8832759
"Denmark","Europe & Central Asia",2004,5404523,77.49268293,4382.215849
"Djibouti","Middle East & North Africa",2004,793738,55.15902439,47.42566031
"Dominican Republic","Latin America & Caribbean",2004,9129965,71.863,120.7692824
"Ecuador","Latin America & Caribbean",2004,13208869,74.51641463,182.086698
"Egypt, Arab Rep.","Middle East & North Africa",2004,72844998,71.13387805,56.80725217
"El Salvador","Latin America & Caribbean",2004,6028792,70.49963415,189.3082395
"Equatorial Guinea","Sub-Saharan Africa",2004,589794,49.17192683,189.0210399
"Eritrea","Sub-Saharan Africa",2004,4318343,58.16268293,7.574849041
"Estonia","Europe & Central Asia",2004,1349290,71.9097561,457.3210093
"Ethiopia","Sub-Saharan Africa",2004,72526620,54.37065854,5.992188222
"Fiji","East Asia & Pacific",2004,819102,68.34065854,119.266288
"Finland","Europe & Central Asia",2004,5228172,78.71463415,2968.727204
"France","Europe & Central Asia",2004,62701871,80.16341463,3630.427195
"Gabon","Sub-Saharan Africa",2004,1344171,59.68180488,160.0679763
"Gambia, The","Sub-Saharan Africa",2004,1460493,56.35485366,17.24664219
"Georgia","Europe & Central Asia",2004,4318300,72.44734146,96.75202342
"Germany","Europe & Central Asia",2004,82516260,78.6804878,3525.646445
"Ghana","Sub-Saharan Africa",2004,21119911,60.39660976,25.80499143
"Greece","Europe & Central Asia",2004,11061701,79.03902439,1805.312687
"Grenada","Latin America & Caribbean",2004,102455,74.54434146,335.7372325
"Guatemala","Latin America & Caribbean",2004,12404764,69.36780488,123.7663972
"Guinea","Sub-Saharan Africa",2004,8889321,50.56895122,21.76019454
"Guinea-Bissau","Sub-Saharan Africa",2004,1340814,45.8732439,20.69455951
"Guyana","Latin America & Caribbean",2004,743743,66.72687805,56.68241619
"Haiti","Latin America & Caribbean",2004,9212634,59.48807317,22.29638111
"Honduras","Latin America & Caribbean",2004,6743128,71.21204878,103.7831381
"Hungary","Europe & Central Asia",2004,10107146,72.64878049,828.870521
"Iceland","Europe & Central Asia",2004,292074,80.99756098,4560.14035
"India","South Asia",2004,1122991192,63.01931707,28.70128761
"Indonesia","East Asia & Pacific",2004,224606531,66.7912439,27.07512836
"Iran, Islamic Rep.","Middle East & North Africa",2004,68893323,71.02246341,145.8576701
"Iraq","Middle East & North Africa",2004,26907763,68.97878049,62.41095372
"Ireland","Europe & Central Asia",2004,4070262,78.19853659,3449.252159
"Israel","Middle East & North Africa",2004,6809000,80.14634146,1446.303383
"Italy","Europe & Central Asia",2004,58175310,80.72926829,2570.223239
"Jamaica","Latin America & Caribbean",2004,2638100,71.21843902,183.4143492
"Japan","East Asia & Pacific",2004,127761000,82.0302439,2912.828004
"Jordan","Middle East & North Africa",2004,5290000,72.53146341,202.6039876
"Kazakhstan","Europe & Central Asia",2004,15012984,65.88780488,113.2806972
"Kenya","Sub-Saharan Africa",2004,34702176,52.48392683,19.89639844
"Korea, Rep.","East Asia & Pacific",2004,48039000,77.84658537,789.1420159
"Kuwait","Middle East & North Africa",2004,2189485,74.04258537,748.4044532
"Kyrgyz Republic","Europe & Central Asia",2004,5104700,68.15365854,24.56674079
"Lao PDR","East Asia & Pacific",2004,5667055,63.82585366,19.06017212
"Latvia","Europe & Central Asia",2004,2312819,72.02682927,388.5310615
"Lebanon","Middle East & North Africa",2004,3998042,71.30665854,452.5487665
"Lesotho","Sub-Saharan Africa",2004,2047006,44.07590244,45.98127039
"Liberia","Sub-Saharan Africa",2004,3092721,50.82336585,13.24966805
"Libya","Middle East & North Africa",2004,5652797,73.40719512,195.4402037
"Lithuania","Europe & Central Asia",2004,3435591,71.96097561,374.1377287
"Luxembourg","Europe & Central Asia",2004,458095,79.12195122,6107.194566
"Macedonia, FYR","Europe & Central Asia",2004,2033039,73.57717073,237.1510722
"Madagascar","Sub-Saharan Africa",2004,17357913,63.32078049,9.165361168
"Malawi","Sub-Saharan Africa",2004,12472794,48.06290244,16.45055886
"Malaysia","East Asia & Pacific",2004,25590453,72.82156098,190.2194138
"Maldives","South Asia",2004,290988,73.74314634,218.4107452
"Mali","Sub-Saharan Africa",2004,12772264,48.55763415,24.49687037
"Malta","Middle East & North Africa",2004,401268,78.55365854,1230.682951
"Mauritania","Sub-Saharan Africa",2004,2964526,57.1737561,28.63203286
"Mauritius","Sub-Saharan Africa",2004,1233386,72.27674797,220.0325539
"Mexico","Latin America & Caribbean",2004,105175967,75.25,440.5838884
"Micronesia, Fed. Sts.","East Asia & Pacific",2004,108926,67.7525122,227.8436046
"Moldova","Europe & Central Asia",2004,3603934,67.62646341,61.10920267
"Mongolia","East Asia & Pacific",2004,2514462,65.48087805,49.42228535
"Montenegro","Europe & Central Asia",2004,626912,74.1264878,287.1067202
"Morocco","Middle East & North Africa",2004,30082152,70.09987805,98.73446612
"Mozambique","Sub-Saharan Africa",2004,20246287,47.81960976,16.64051934
"Myanmar","East Asia & Pacific",2004,46070248,62.65170732,4.920063608
"Namibia","Sub-Saharan Africa",2004,2043339,57.85358537,209.2615023
"Nepal","South Asia",2004,26717875,64.79895122,16.43509656
"Netherlands","Europe & Central Asia",2004,16281779,79.09512195,3735.373169
"New Zealand","East Asia & Pacific",2004,4087500,79.54878049,1973.714298
"Nicaragua","Latin America & Caribbean",2004,5356012,71.53978049,66.25694846
"Niger","Sub-Saharan Africa",2004,12546945,51.04356098,9.035392308
"Nigeria","Sub-Saharan Africa",2004,136399438,48.47260976,44.81724243
"Norway","Europe & Central Asia",2004,4591910,79.84146341,5436.267867
"Oman","Middle East & North Africa",2004,2378336,73.85517073,309.8237803
"Pakistan","South Asia",2004,155860066,63.92080488,17.74229842
"Panama","Latin America & Caribbean",2004,3181969,74.95426829,360.3432595
"Papua New Guinea","East Asia & Pacific",2004,5948135,60.19253659,30.4390777
"Paraguay","Latin America & Caribbean",2004,5786836,71.03856098,81.93407648
"Peru","Latin America & Caribbean",2004,27242033,72.12868293,111.7315119
"Philippines","East Asia & Pacific",2004,83936698,67.31395122,34.72550041
"Poland","Europe & Central Asia",2004,38182222,74.84634146,410.7277903
"Portugal","Europe & Central Asia",2004,10501970,77.67073171,1773.968516
"Qatar","Middle East & North Africa",2004,715146,77.06360976,1599.290929
"Romania","Europe & Central Asia",2004,21684890,71.59427561,191.022128
"Russian Federation","Europe & Central Asia",2004,143849574.2,65.42121951,212.4329369
"Rwanda","Sub-Saharan Africa",2004,9009655,51.39641463,14.4229252
"Samoa","East Asia & Pacific",2004,179699,70.73239024,105.5327562
"San Marino","Europe & Central Asia",2004,29722,81.72195122,3358.940792
"Sao Tome and Principe","Sub-Saharan Africa",2004,150311,63.01092683,79.40881395
"Saudi Arabia","Middle East & North Africa",2004,23213767,72.41512195,398.4788827
"Senegal","Sub-Saharan Africa",2004,10581316,57.02917073,43.29446747
"Serbia","Europe & Central Asia",2004,7463157,72.58292683,274.471418
"Seychelles","Sub-Saharan Africa",2004,82500,72.6097561,435.5223277
"Sierra Leone","Sub-Saharan Africa",2004,4952134,43.36860976,34.33687768
"Singapore","East Asia & Pacific",2004,4166700,79.4902439,921.4318066
"Slovak Republic","Europe & Central Asia",2004,5382438,73.95853659,565.0730906
"Slovenia","Europe & Central Asia",2004,1997012,77.20731707,1412.80505
"Solomon Islands","East Asia & Pacific",2004,456919,65.04953659,46.38011982
"South Africa","Sub-Saharan Africa",2004,46664771,51.4252439,413.1808764
"Spain","Europe & Central Asia",2004,42691689,79.87073171,2012.726776
"Sri Lanka","South Asia",2004,19435000,73.66514634,44.62216913
"St. Lucia","Latin America & Caribbean",2004,162434,73.24292683,324.5134256
"St. Vincent and the Grenadines","Latin America & Caribbean",2004,108566,70.91670732,179.0275501
"Sudan","Sub-Saharan Africa",2004,30101696,59.16478049,23.58557406
"Suriname","Latin America & Caribbean",2004,493236,68.56956098,206.9273992
"Swaziland","Sub-Saharan Africa",2004,1016094,45.74697561,130.0357603
"Sweden","Europe & Central Asia",2004,8993531,80.49756098,3658.728288
"Switzerland","Europe & Central Asia",2004,7389625,81.08780488,5502.941281
"Syrian Arab Republic","Middle East & North Africa",2004,18004797,74.75485366,60.60244593
"Tajikistan","Europe & Central Asia",2004,6391120,65.22953659,13.97037602
"Tanzania","Sub-Saharan Africa",2004,37786946,52.61160976,11.68593046
"Thailand","East Asia & Pacific",2004,66060383,73.05295122,85.82321748
"Timor-Leste","East Asia & Pacific",2004,974024,59.08226829,34.79210826
"Togo","Sub-Saharan Africa",2004,5288273,55.20836585,21.57433235
"Tonga","East Asia & Pacific",2004,100286,71.32026829,114.6013214
"Trinidad and Tobago","Latin America & Caribbean",2004,1310622,68.44331707,491.1837921
"Tunisia","Middle East & North Africa",2004,9932400,73.30243902,178.7462945
"Turkey","Europe & Central Asia",2004,67235927,71.64804878,310.9636021
"Turkmenistan","Europe & Central Asia",2004,4696771,64.34692683,110.7467898
"Uganda","Sub-Saharan Africa",2004,27521632,49.2575122,24.31011062
"Ukraine","Europe & Central Asia",2004,47451600,68.18536585,90.70392529
"United Arab Emirates","Middle East & North Africa",2004,3658042,75.46397561,994.9769722
"United Kingdom","Europe & Central Asia",2004,59867866,78.74634146,2942.831909
"United States","North America",2004,292805298,77.33902439,6349.208028
"Uruguay","Latin America & Caribbean",2004,3301732,75.21634146,350.4246926
"Uzbekistan","Europe & Central Asia",2004,25864400,67.17204878,23.70663469
"Vanuatu","East Asia & Pacific",2004,205561,68.99356098,61.82779478
"Venezuela, RB","Latin America & Caribbean",2004,26127000,72.97780488,239.1666929
"Vietnam","East Asia & Pacific",2004,81437700,73.43178049,30.56364751
"Yemen, Rep.","Middle East & North Africa",2004,20026117,62.09543902,38.20259437
"Zambia","Sub-Saharan Africa",2004,11192422,43.55495122,32.1343224
"Afghanistan","South Asia",2005,29904962,46.61641463,20.99388956
"Albania","Europe & Central Asia",2005,3141800,76.112,162.2615367
"Algeria","Middle East & North Africa",2005,32888449,71.64614634,96.14873071
"Angola","Sub-Saharan Africa",2005,16489021,48.53843902,65.87032824
"Argentina","Latin America & Caribbean",2005,38681174,74.74146341,394.4975271
"Armenia","Europe & Central Asia",2005,3065954,72.90070732,77.68620648
"Australia","East Asia & Pacific",2005,20394800,80.84146341,3136.474997
"Austria","Europe & Central Asia",2005,8227829,79.33170732,3863.120209
"Azerbaijan","Europe & Central Asia",2005,8391850,68.92273171,121.2859024
"Bahamas, The","Latin America & Caribbean",2005,319358,73.58365854,1436.765323
"Bahrain","Middle East & North Africa",2005,724807,74.38773171,697.2995112
"Bangladesh","South Asia",2005,140587922,66.93229268,13.15140337
"Barbados","Latin America & Caribbean",2005,270503,75.90095122,773.4757101
"Belarus","Europe & Central Asia",2005,9663000,68.85121951,211.7407017
"Belgium","Europe & Central Asia",2005,10478617,78.9804878,3633.9439
"Belize","Latin America & Caribbean",2005,291800,74.53687805,178.190737
"Benin","Sub-Saharan Africa",2005,7633757,53.81373171,27.02494647
"Bhutan","South Asia",2005,659293,64.88063415,53.97371527
"Bolivia","Latin America & Caribbean",2005,9146655,64.70404878,58.25353977
"Bosnia and Herzegovina","Europe & Central Asia",2005,3781001,74.72363415,252.2392738
"Botswana","Sub-Saharan Africa",2005,1875673,50.44656098,392.9831119
"Brazil","Latin America & Caribbean",2005,185986964,71.52953659,387.448395
"Brunei Darussalam","East Asia & Pacific",2005,363123,77.22858537,690.9780201
"Bulgaria","Europe & Central Asia",2005,7739900,72.56097561,273.5259326
"Burkina Faso","Sub-Saharan Africa",2005,14198463,52.43519512,26.44814916
"Burundi","Sub-Saharan Africa",2005,7251424,47.75146341,15.47825865
"Cambodia","East Asia & Pacific",2005,13357574,59.97939024,32.83327264
"Cameroon","Sub-Saharan Africa",2005,17553589,49.41241463,44.8562363
"Canada","North America",2005,32312000,80.29268293,3453.439371
"Cape Verde","Sub-Saharan Africa",2005,472883,72.14065854,103.9110324
"Central African Republic","Sub-Saharan Africa",2005,4017880,44.34756098,14.62354584
"Chad","Sub-Saharan Africa",2005,9785902,48.05885366,25.62827177
"Chile","Latin America & Caribbean",2005,16301726,78.27497561,493.2305621
"China","East Asia & Pacific",2005,1303720000,72.17131707,80.37342013
"Colombia","Latin America & Caribbean",2005,43040558,72.27978049,204.9200539
"Comoros","Sub-Saharan Africa",2005,642974,58.97841463,26.64510189
"Congo, Dem. Rep.","Sub-Saharan Africa",2005,57420522,46.99168293,6.594434171
"Congo, Rep.","Sub-Saharan Africa",2005,3533177,55.06485366,41.72167396
"Costa Rica","Latin America & Caribbean",2005,4309413,78.5642439,364.0124656
"Cote d'Ivoire","Sub-Saharan Africa",2005,18020946,51.57556098,39.02705231
"Croatia","Europe & Central Asia",2005,4442000,75.24463415,704.869607
"Cuba","Latin America & Caribbean",2005,11254242,77.68319512,306.4711219
"Cyprus","Europe & Central Asia",2005,1032562,78.57395122,1434.114275
"Czech Republic","Europe & Central Asia",2005,10235828,75.92439024,881.244049
"Denmark","Europe & Central Asia",2005,5419432,77.84390244,4645.653876
"Djibouti","Middle East & North Africa",2005,808367,55.55002439,63.16910882
"Dominican Republic","Latin America & Caribbean",2005,9264267,72.07668293,190.0966843
"Ecuador","Latin America & Caribbean",2005,13426402,74.69929268,195.1670383
"Egypt, Arab Rep.","Middle East & North Africa",2005,74203215,71.52868293,64.64930624
"El Salvador","Latin America & Caribbean",2005,6050513,70.69880488,201.4539924
"Equatorial Guinea","Sub-Saharan Africa",2005,607739,49.40029268,229.5387963
"Eritrea","Sub-Saharan Africa",2005,4486155,58.66426829,6.918773405
"Estonia","Europe & Central Asia",2005,1346097,72.56829268,518.2283796
"Ethiopia","Sub-Saharan Africa",2005,74263861,55.15665854,6.801452792
"Fiji","East Asia & Pacific",2005,822553,68.5152439,131.8791572
"Finland","Europe & Central Asia",2005,5246096,78.81707317,3145.761192
"France","Europe & Central Asia",2005,63175934,80.11463415,3784.938523
"Gabon","Sub-Saharan Africa",2005,1370729,60.00558537,164.2224857
"Gambia, The","Sub-Saharan Africa",2005,1503678,56.64007317,18.52564512
"Georgia","Europe & Central Asia",2005,4361200,72.58878049,123.1314686
